Código,Denominacion,Ventas,Fecha
680846,BETAHISTINA  KERN 16 MG 30 COMP EFG     ,8,2024-04-01
681990,"TRAMADOL PARACE KERN 37,5/325 20COMP EFG",14,2024-04-01
708953,RUPATADINA KERN 10 MG 20 COMP EFG       ,10,2024-04-01
716696,ALOPURINOL KERN 100X100 COMP EFG        ,10,2024-04-01
762434,DIAZEPAN PRODES SOLUC ORAL 30 ML        ,6,2024-04-01
692227,DICLOKERN 11.6 MG / GEL TUBO 60 GR      ,10,2024-04-01
862649,AMLODIPINO KERN 10X30 COMP EFG          ,7,2024-04-01
672791,MONTELUKAST KERN 10 MG 28 COMP EFG      ,11,2024-04-01
901850,FLUOXETINA KERN 20 MG 60 CAPS EFG       ,11,2024-04-01
851477,DIAZEPAN PRODES 25 MG 20 COMP           ,8,2024-04-01
968792,CICLOFALINA 800 60 SOBRES               ,12,2024-04-01
664209,HIDROCLOROTIA KERN PHAR 50X20C EFG      ,8,2024-04-01
729246,ATORVASTATINA KERN 20 MG 28 COMP REC EFG,7,2024-04-01
704217,VITAMINA D3 KERN 2000UI/ML SOL ORAL 30ML,12,2024-04-01
658193,FENOFIBRATO KERN 160X30CAP EFG          ,8,2024-04-01
658257,PARACETAMOL KERN 1GRX40 CO EFG          ,37,2024-05-01
958413,DIAZEPAN PRODES  5 MG 30 COMP           ,24,2024-05-01
658256,PARACETAMOL KERN 1GRX20 CO EFG          ,30,2024-05-01
687626,PARACETAMOL KERN PHARMA 500 MG 20 C  EFG,15,2024-05-01
673058,SULPIRIDA KERN PHARMA 50 MG 30 CAPS EFG ,8,2024-05-01
958421,DIAZEPAN PRODES 10 MG 30 COMP           ,11,2024-05-01
724972,METFORMINA KERN 1000 MG 50 C OMP EFG    ,9,2024-05-01
857979,IBUPROFENO KERN 600X40 COM EFG          ,12,2024-05-01
851402,DIAZEPAN PRODES  2.5 MG 40 COM          ,7,2024-05-01
698137,HIDROCLOROTIAZINA KERN 25 MG 20 COMP    ,5,2024-05-01
655905,PARACETAMOL KERN 650 MG 40 COMP EFG     ,9,2024-05-01
981795,CORONUR 20 MG 80 COMP                   ,4,2024-05-01
672658,PARACET KERN CODEINA 500/30X20COEFG     ,5,2024-05-01
654073,EBASTINA KERN 20 MG 20 COMP             ,4,2024-05-01
661558,PREDNISONA KERN  5X30 COMP EFG          ,4,2024-05-01
815621,ACICLOVIR KERN  2 GR CREMA EFG          ,9,2024-05-01
660572,FUROSEMIDA KERN 40X30 C EFG             ,13,2024-05-01
724970,METFORMINA KERN 1000 MG 30 COMP EFG     ,8,2024-05-01
688720,FOSFOMICINA KERN 3 GR 1 SOBRE EFG       ,3,2024-05-01
862623,AMLODIPINO KERN  5X30 COMP EFG          ,8,2024-05-01
656456,ACETILCIST KERN 600X20 COMP EFERV EFG   ,3,2024-05-01
660265,LORAZEPAN KERN 1X50 COMP EFG            ,14,2024-05-01
656412,IBUDOL 400 MG SUSPENSION 20 SOBRES 10 ML,9,2024-05-01
677308,BROMAZEPAM KERN 1.5X30 CAP EFG          ,10,2024-05-01
793604,LUMINAL 0.1 GR 50 COMP                  ,6,2024-05-01
730769,BILASTINA KERN 20 MG 20 COMP EFG        ,12,2024-05-01
652591,LAMOTRIGINA KERN 100X56 COMP DISP EFG   ,6,2024-05-01
852079,TEPAZEPAN 30 CAPS                       ,9,2024-05-01
688725,DIOSMINA KERN 500 MG 60 COMP            ,9,2024-05-01
815639,ACICLOVIR KERN 15 GR CREMA EFG          ,8,2024-05-01
704739,PREGABALINA KERN 50 MG 56 CAPS EFG      ,7,2024-05-01
691478,ANTIN 3 MG 28 COMP KERN EFG             ,8,2024-05-01
661560,PREDNISONA KERN 10X30 COMP              ,11,2024-05-01
672067,PREDNISONA KERN 30X30 COM  EFG          ,6,2024-05-01
815407,ACICLOVIR KERN 200X25 COMP EFG          ,11,2024-05-01
663240,CAFINITRINA 20 COMP SUBLINGUA           ,10,2024-05-01
729242,ATORVASTATINA KERN 10 MG 28 COMP REC EFG,8,2024-05-01
724973,METFORMINA KERN 850 MG 50 COMP EFG      ,5,2024-05-01
672765,IBUDOL ROLL-ON 50 MG/G GEL TOPICO APLICA,11,2024-05-01
652590,LAMOTRIGINA KERN 50X56 COMP DISP EFG    ,8,2024-05-01
702118,AZITROMICINA KERN 500X3 C EFG           ,8,2024-05-01
694875,AMOXIC CLAV KERN 875/125 MG 30 COMP EFG ,8,2024-05-01
653279,HALOPERIDOL PRODES GOTAS 30 ML          ,13,2024-05-01
654072,EBASTINA KERN 10 MG 20 COMP             ,7,2024-05-01
691454,ANTINELLE KERN 0.02/3 MG 28 COMP EFG    ,10,2024-05-01
890897,IBUPROFENO KERN 100X200 ML EFG          ,12,2024-05-01
680803,DICLOFENACO KERN PHARMA 1% GEL 60 G     ,8,2024-05-01
700522,LANACORDIN PEDIATRICO 60 ML             ,7,2024-05-01
663227,SOLINITRINA 30 GRAGEAS                  ,11,2024-05-01
972489,DIGOXINA KERN 0.25 MG 50 COMP           ,6,2024-05-01
946178,CICLOFALINA 800 MG 60 COMP              ,10,2024-05-01
688722,FOSFOMICINA  KERN 3 GR 2 SOBRES EFG     ,13,2024-05-01
687248,IBUPROFENO KERN 600 MG 20 SOBRES EFG    ,13,2024-05-01
798116,IBUPROFENO KERN 400X30 COM EFG          ,11,2024-05-01
696906,DOLOMEDIL 20 COMP                       ,8,2024-05-01
660104,INDAPAMIDA RET KERN 1.5X30C EFG         ,8,2024-05-01
696107,ACIDOS OMEGA 3 KERN 1000 MG 100 CAPS EFG,11,2024-05-01
793265,LORATADINA KERN 10X20 COM EFG           ,8,2024-05-01
699134,IBUPROFENO KERN 40 MG SUSP 150 ML EFG   ,11,2024-05-01
669796,NOBRITOL 12.5 MG/5 MG 60 CAPS           ,5,2024-05-01
654666,IBUPROFENO KERN 200X20 SOB EFG          ,12,2024-05-01
669804,NOBRITOL FORTE 25/10 MG 60 CAPSULAS     ,10,2024-05-01
661559,PREDNISONA KERN  5X60 COMP EFG          ,11,2024-05-01
981803,CORONUR 40 MG 40 COMP                   ,11,2024-05-01
736009,OMEPRAZOL KERN 40X28 CAPS EFG           ,8,2024-05-01
660066,CETIRIZINA KERN 10X20 COMP EFG          ,10,2024-05-01
664132,DEFLAZACORT KERN PHAR  6X20C EFG        ,6,2024-05-01
728743,SITAGLIPTINA/METFORM KERN 50/850X56 COM ,14,2024-05-01
815563,ACICLOVIR KERN 800X35 C DIS EFG         ,5,2024-05-01
841007,SERTRALINA KERN 50X30 COMP EFG          ,10,2024-05-01
720320,RINGO ANILLO VAGINAL EFG                ,6,2024-05-01
682676,"CLOPERASTINA KERN 17,7 MG/5ML 200 ML EFG",10,2024-05-01
700511,LUMINALETAS 15 MG 30 COMP               ,9,2024-05-01
673766,SILDENAFILO KERN 100 MG 4 COMP EFG      ,11,2024-05-01
654778,VITAMINA D3 KERN 2000UI/ML SOL ORAL10 ML,9,2024-05-01
660173,PARACETAMOL KERN 60ML GOTAS EFG         ,6,2024-05-01
672534,IBUDOL RAPID 400 MG 20 SOBRES EFG       ,7,2024-05-01
680380,CLARITROMICINA UNIDIA KERN 500X14 EFG   ,14,2024-05-01
680536,(B) ATORVASTATINA KERN 20 MG 28 COMP REC,9,2024-05-01
680846,BETAHISTINA  KERN 16 MG 30 COMP EFG     ,9,2024-05-01
681990,"TRAMADOL PARACE KERN 37,5/325 20COMP EFG",11,2024-05-01
708953,RUPATADINA KERN 10 MG 20 COMP EFG       ,12,2024-05-01
716696,ALOPURINOL KERN 100X100 COMP EFG        ,14,2024-05-01
762434,DIAZEPAN PRODES SOLUC ORAL 30 ML        ,6,2024-05-01
692227,DICLOKERN 11.6 MG / GEL TUBO 60 GR      ,13,2024-05-01
862649,AMLODIPINO KERN 10X30 COMP EFG          ,6,2024-05-01
672791,MONTELUKAST KERN 10 MG 28 COMP EFG      ,15,2024-05-01
901850,FLUOXETINA KERN 20 MG 60 CAPS EFG       ,8,2024-05-01
851477,DIAZEPAN PRODES 25 MG 20 COMP           ,8,2024-05-01
968792,CICLOFALINA 800 60 SOBRES               ,13,2024-05-01
664209,HIDROCLOROTIA KERN PHAR 50X20C EFG      ,10,2024-05-01
729246,ATORVASTATINA KERN 20 MG 28 COMP REC EFG,5,2024-05-01
704217,VITAMINA D3 KERN 2000UI/ML SOL ORAL 30ML,11,2024-05-01
658193,FENOFIBRATO KERN 160X30CAP EFG          ,7,2024-05-01
658257,PARACETAMOL KERN 1GRX40 CO EFG          ,36,2024-06-01
958413,DIAZEPAN PRODES  5 MG 30 COMP           ,20,2024-06-01
658256,PARACETAMOL KERN 1GRX20 CO EFG          ,23,2024-06-01
687626,PARACETAMOL KERN PHARMA 500 MG 20 C  EFG,15,2024-06-01
673058,SULPIRIDA KERN PHARMA 50 MG 30 CAPS EFG ,10,2024-06-01
958421,DIAZEPAN PRODES 10 MG 30 COMP           ,8,2024-06-01
724972,METFORMINA KERN 1000 MG 50 C OMP EFG    ,8,2024-06-01
857979,IBUPROFENO KERN 600X40 COM EFG          ,10,2024-06-01
851402,DIAZEPAN PRODES  2.5 MG 40 COM          ,7,2024-06-01
698137,HIDROCLOROTIAZINA KERN 25 MG 20 COMP    ,5,2024-06-01
655905,PARACETAMOL KERN 650 MG 40 COMP EFG     ,8,2024-06-01
981795,CORONUR 20 MG 80 COMP                   ,4,2024-06-01
672658,PARACET KERN CODEINA 500/30X20COEFG     ,5,2024-06-01
654073,EBASTINA KERN 20 MG 20 COMP             ,4,2024-06-01
661558,PREDNISONA KERN  5X30 COMP EFG          ,4,2024-06-01
815621,ACICLOVIR KERN  2 GR CREMA EFG          ,9,2024-06-01
660572,FUROSEMIDA KERN 40X30 C EFG             ,10,2024-06-01
724970,METFORMINA KERN 1000 MG 30 COMP EFG     ,7,2024-06-01
688720,FOSFOMICINA KERN 3 GR 1 SOBRE EFG       ,4,2024-06-01
862623,AMLODIPINO KERN  5X30 COMP EFG          ,10,2024-06-01
656456,ACETILCIST KERN 600X20 COMP EFERV EFG   ,4,2024-06-01
660265,LORAZEPAN KERN 1X50 COMP EFG            ,12,2024-06-01
656412,IBUDOL 400 MG SUSPENSION 20 SOBRES 10 ML,10,2024-06-01
677308,BROMAZEPAM KERN 1.5X30 CAP EFG          ,10,2024-06-01
793604,LUMINAL 0.1 GR 50 COMP                  ,8,2024-06-01
730769,BILASTINA KERN 20 MG 20 COMP EFG        ,10,2024-06-01
652591,LAMOTRIGINA KERN 100X56 COMP DISP EFG   ,6,2024-06-01
852079,TEPAZEPAN 30 CAPS                       ,11,2024-06-01
688725,DIOSMINA KERN 500 MG 60 COMP            ,9,2024-06-01
815639,ACICLOVIR KERN 15 GR CREMA EFG          ,8,2024-06-01
704739,PREGABALINA KERN 50 MG 56 CAPS EFG      ,6,2024-06-01
691478,ANTIN 3 MG 28 COMP KERN EFG             ,9,2024-06-01
661560,PREDNISONA KERN 10X30 COMP              ,11,2024-06-01
672067,PREDNISONA KERN 30X30 COM  EFG          ,4,2024-06-01
815407,ACICLOVIR KERN 200X25 COMP EFG          ,9,2024-06-01
663240,CAFINITRINA 20 COMP SUBLINGUA           ,9,2024-06-01
729242,ATORVASTATINA KERN 10 MG 28 COMP REC EFG,9,2024-06-01
724973,METFORMINA KERN 850 MG 50 COMP EFG      ,5,2024-06-01
672765,IBUDOL ROLL-ON 50 MG/G GEL TOPICO APLICA,11,2024-06-01
652590,LAMOTRIGINA KERN 50X56 COMP DISP EFG    ,6,2024-06-01
702118,AZITROMICINA KERN 500X3 C EFG           ,8,2024-06-01
694875,AMOXIC CLAV KERN 875/125 MG 30 COMP EFG ,9,2024-06-01
653279,HALOPERIDOL PRODES GOTAS 30 ML          ,15,2024-06-01
654072,EBASTINA KERN 10 MG 20 COMP             ,8,2024-06-01
691454,ANTINELLE KERN 0.02/3 MG 28 COMP EFG    ,9,2024-06-01
890897,IBUPROFENO KERN 100X200 ML EFG          ,14,2024-06-01
680803,DICLOFENACO KERN PHARMA 1% GEL 60 G     ,10,2024-06-01
700522,LANACORDIN PEDIATRICO 60 ML             ,6,2024-06-01
663227,SOLINITRINA 30 GRAGEAS                  ,14,2024-06-01
972489,DIGOXINA KERN 0.25 MG 50 COMP           ,7,2024-06-01
946178,CICLOFALINA 800 MG 60 COMP              ,9,2024-06-01
688722,FOSFOMICINA  KERN 3 GR 2 SOBRES EFG     ,10,2024-06-01
687248,IBUPROFENO KERN 600 MG 20 SOBRES EFG    ,12,2024-06-01
798116,IBUPROFENO KERN 400X30 COM EFG          ,15,2024-06-01
696906,DOLOMEDIL 20 COMP                       ,7,2024-06-01
660104,INDAPAMIDA RET KERN 1.5X30C EFG         ,7,2024-06-01
696107,ACIDOS OMEGA 3 KERN 1000 MG 100 CAPS EFG,13,2024-06-01
793265,LORATADINA KERN 10X20 COM EFG           ,6,2024-06-01
699134,IBUPROFENO KERN 40 MG SUSP 150 ML EFG   ,9,2024-06-01
669796,NOBRITOL 12.5 MG/5 MG 60 CAPS           ,5,2024-06-01
654666,IBUPROFENO KERN 200X20 SOB EFG          ,13,2024-06-01
669804,NOBRITOL FORTE 25/10 MG 60 CAPSULAS     ,13,2024-06-01
661559,PREDNISONA KERN  5X60 COMP EFG          ,13,2024-06-01
981803,CORONUR 40 MG 40 COMP                   ,13,2024-06-01
736009,OMEPRAZOL KERN 40X28 CAPS EFG           ,8,2024-06-01
660066,CETIRIZINA KERN 10X20 COMP EFG          ,10,2024-06-01
664132,DEFLAZACORT KERN PHAR  6X20C EFG        ,8,2024-06-01
728743,SITAGLIPTINA/METFORM KERN 50/850X56 COM ,16,2024-06-01
815563,ACICLOVIR KERN 800X35 C DIS EFG         ,5,2024-06-01
841007,SERTRALINA KERN 50X30 COMP EFG          ,7,2024-06-01
720320,RINGO ANILLO VAGINAL EFG                ,6,2024-06-01
682676,"CLOPERASTINA KERN 17,7 MG/5ML 200 ML EFG",9,2024-06-01
700511,LUMINALETAS 15 MG 30 COMP               ,8,2024-06-01
673766,SILDENAFILO KERN 100 MG 4 COMP EFG      ,12,2024-06-01
654778,VITAMINA D3 KERN 2000UI/ML SOL ORAL10 ML,11,2024-06-01
660173,PARACETAMOL KERN 60ML GOTAS EFG         ,7,2024-06-01
672534,IBUDOL RAPID 400 MG 20 SOBRES EFG       ,8,2024-06-01
680380,CLARITROMICINA UNIDIA KERN 500X14 EFG   ,16,2024-06-01
680536,(B) ATORVASTATINA KERN 20 MG 28 COMP REC,12,2024-06-01
680846,BETAHISTINA  KERN 16 MG 30 COMP EFG     ,8,2024-06-01
681990,"TRAMADOL PARACE KERN 37,5/325 20COMP EFG",13,2024-06-01
708953,RUPATADINA KERN 10 MG 20 COMP EFG       ,14,2024-06-01
716696,ALOPURINOL KERN 100X100 COMP EFG        ,12,2024-06-01
762434,DIAZEPAN PRODES SOLUC ORAL 30 ML        ,5,2024-06-01
692227,DICLOKERN 11.6 MG / GEL TUBO 60 GR      ,10,2024-06-01
862649,AMLODIPINO KERN 10X30 COMP EFG          ,8,2024-06-01
672791,MONTELUKAST KERN 10 MG 28 COMP EFG      ,15,2024-06-01
901850,FLUOXETINA KERN 20 MG 60 CAPS EFG       ,12,2024-06-01
851477,DIAZEPAN PRODES 25 MG 20 COMP           ,8,2024-06-01
968792,CICLOFALINA 800 60 SOBRES               ,11,2024-06-01
664209,HIDROCLOROTIA KERN PHAR 50X20C EFG      ,8,2024-06-01
729246,ATORVASTATINA KERN 20 MG 28 COMP REC EFG,6,2024-06-01
704217,VITAMINA D3 KERN 2000UI/ML SOL ORAL 30ML,13,2024-06-01
658193,FENOFIBRATO KERN 160X30CAP EFG          ,7,2024-06-01
658257,PARACETAMOL KERN 1GRX40 CO EFG          ,36,2024-07-01
958413,DIAZEPAN PRODES  5 MG 30 COMP           ,27,2024-07-01
658256,PARACETAMOL KERN 1GRX20 CO EFG          ,27,2024-07-01
687626,PARACETAMOL KERN PHARMA 500 MG 20 C  EFG,16,2024-07-01
673058,SULPIRIDA KERN PHARMA 50 MG 30 CAPS EFG ,11,2024-07-01
958421,DIAZEPAN PRODES 10 MG 30 COMP           ,11,2024-07-01
724972,METFORMINA KERN 1000 MG 50 C OMP EFG    ,8,2024-07-01
857979,IBUPROFENO KERN 600X40 COM EFG          ,12,2024-07-01
851402,DIAZEPAN PRODES  2.5 MG 40 COM          ,7,2024-07-01
698137,HIDROCLOROTIAZINA KERN 25 MG 20 COMP    ,5,2024-07-01
655905,PARACETAMOL KERN 650 MG 40 COMP EFG     ,11,2024-07-01
981795,CORONUR 20 MG 80 COMP                   ,6,2024-07-01
672658,PARACET KERN CODEINA 500/30X20COEFG     ,5,2024-07-01
654073,EBASTINA KERN 20 MG 20 COMP             ,4,2024-07-01
661558,PREDNISONA KERN  5X30 COMP EFG          ,4,2024-07-01
815621,ACICLOVIR KERN  2 GR CREMA EFG          ,10,2024-07-01
660572,FUROSEMIDA KERN 40X30 C EFG             ,13,2024-07-01
724970,METFORMINA KERN 1000 MG 30 COMP EFG     ,10,2024-07-01
688720,FOSFOMICINA KERN 3 GR 1 SOBRE EFG       ,4,2024-07-01
862623,AMLODIPINO KERN  5X30 COMP EFG          ,9,2024-07-01
656456,ACETILCIST KERN 600X20 COMP EFERV EFG   ,3,2024-07-01
660265,LORAZEPAN KERN 1X50 COMP EFG            ,12,2024-07-01
656412,IBUDOL 400 MG SUSPENSION 20 SOBRES 10 ML,10,2024-07-01
677308,BROMAZEPAM KERN 1.5X30 CAP EFG          ,16,2024-07-01
793604,LUMINAL 0.1 GR 50 COMP                  ,6,2024-07-01
730769,BILASTINA KERN 20 MG 20 COMP EFG        ,12,2024-07-01
652591,LAMOTRIGINA KERN 100X56 COMP DISP EFG   ,6,2024-07-01
852079,TEPAZEPAN 30 CAPS                       ,9,2024-07-01
688725,DIOSMINA KERN 500 MG 60 COMP            ,9,2024-07-01
815639,ACICLOVIR KERN 15 GR CREMA EFG          ,7,2024-07-01
704739,PREGABALINA KERN 50 MG 56 CAPS EFG      ,6,2024-07-01
691478,ANTIN 3 MG 28 COMP KERN EFG             ,7,2024-07-01
661560,PREDNISONA KERN 10X30 COMP              ,9,2024-07-01
672067,PREDNISONA KERN 30X30 COM  EFG          ,5,2024-07-01
815407,ACICLOVIR KERN 200X25 COMP EFG          ,10,2024-07-01
663240,CAFINITRINA 20 COMP SUBLINGUA           ,11,2024-07-01
729242,ATORVASTATINA KERN 10 MG 28 COMP REC EFG,9,2024-07-01
724973,METFORMINA KERN 850 MG 50 COMP EFG      ,5,2024-07-01
672765,IBUDOL ROLL-ON 50 MG/G GEL TOPICO APLICA,9,2024-07-01
652590,LAMOTRIGINA KERN 50X56 COMP DISP EFG    ,6,2024-07-01
702118,AZITROMICINA KERN 500X3 C EFG           ,8,2024-07-01
694875,AMOXIC CLAV KERN 875/125 MG 30 COMP EFG ,9,2024-07-01
653279,HALOPERIDOL PRODES GOTAS 30 ML          ,12,2024-07-01
654072,EBASTINA KERN 10 MG 20 COMP             ,7,2024-07-01
691454,ANTINELLE KERN 0.02/3 MG 28 COMP EFG    ,10,2024-07-01
890897,IBUPROFENO KERN 100X200 ML EFG          ,14,2024-07-01
680803,DICLOFENACO KERN PHARMA 1% GEL 60 G     ,11,2024-07-01
700522,LANACORDIN PEDIATRICO 60 ML             ,5,2024-07-01
663227,SOLINITRINA 30 GRAGEAS                  ,12,2024-07-01
972489,DIGOXINA KERN 0.25 MG 50 COMP           ,6,2024-07-01
946178,CICLOFALINA 800 MG 60 COMP              ,11,2024-07-01
688722,FOSFOMICINA  KERN 3 GR 2 SOBRES EFG     ,12,2024-07-01
687248,IBUPROFENO KERN 600 MG 20 SOBRES EFG    ,12,2024-07-01
798116,IBUPROFENO KERN 400X30 COM EFG          ,16,2024-07-01
696906,DOLOMEDIL 20 COMP                       ,9,2024-07-01
660104,INDAPAMIDA RET KERN 1.5X30C EFG         ,8,2024-07-01
696107,ACIDOS OMEGA 3 KERN 1000 MG 100 CAPS EFG,12,2024-07-01
793265,LORATADINA KERN 10X20 COM EFG           ,7,2024-07-01
699134,IBUPROFENO KERN 40 MG SUSP 150 ML EFG   ,12,2024-07-01
669796,NOBRITOL 12.5 MG/5 MG 60 CAPS           ,7,2024-07-01
654666,IBUPROFENO KERN 200X20 SOB EFG          ,15,2024-07-01
669804,NOBRITOL FORTE 25/10 MG 60 CAPSULAS     ,11,2024-07-01
661559,PREDNISONA KERN  5X60 COMP EFG          ,14,2024-07-01
981803,CORONUR 40 MG 40 COMP                   ,10,2024-07-01
736009,OMEPRAZOL KERN 40X28 CAPS EFG           ,11,2024-07-01
660066,CETIRIZINA KERN 10X20 COMP EFG          ,8,2024-07-01
664132,DEFLAZACORT KERN PHAR  6X20C EFG        ,6,2024-07-01
728743,SITAGLIPTINA/METFORM KERN 50/850X56 COM ,16,2024-07-01
815563,ACICLOVIR KERN 800X35 C DIS EFG         ,5,2024-07-01
841007,SERTRALINA KERN 50X30 COMP EFG          ,9,2024-07-01
720320,RINGO ANILLO VAGINAL EFG                ,8,2024-07-01
682676,"CLOPERASTINA KERN 17,7 MG/5ML 200 ML EFG",12,2024-07-01
700511,LUMINALETAS 15 MG 30 COMP               ,7,2024-07-01
673766,SILDENAFILO KERN 100 MG 4 COMP EFG      ,14,2024-07-01
654778,VITAMINA D3 KERN 2000UI/ML SOL ORAL10 ML,9,2024-07-01
660173,PARACETAMOL KERN 60ML GOTAS EFG         ,7,2024-07-01
672534,IBUDOL RAPID 400 MG 20 SOBRES EFG       ,6,2024-07-01
680380,CLARITROMICINA UNIDIA KERN 500X14 EFG   ,15,2024-07-01
680536,(B) ATORVASTATINA KERN 20 MG 28 COMP REC,10,2024-07-01
680846,BETAHISTINA  KERN 16 MG 30 COMP EFG     ,7,2024-07-01
681990,"TRAMADOL PARACE KERN 37,5/325 20COMP EFG",14,2024-07-01
708953,RUPATADINA KERN 10 MG 20 COMP EFG       ,13,2024-07-01
716696,ALOPURINOL KERN 100X100 COMP EFG        ,12,2024-07-01
762434,DIAZEPAN PRODES SOLUC ORAL 30 ML        ,7,2024-07-01
692227,DICLOKERN 11.6 MG / GEL TUBO 60 GR      ,14,2024-07-01
862649,AMLODIPINO KERN 10X30 COMP EFG          ,6,2024-07-01
672791,MONTELUKAST KERN 10 MG 28 COMP EFG      ,15,2024-07-01
901850,FLUOXETINA KERN 20 MG 60 CAPS EFG       ,11,2024-07-01
851477,DIAZEPAN PRODES 25 MG 20 COMP           ,7,2024-07-01
968792,CICLOFALINA 800 60 SOBRES               ,15,2024-07-01
664209,HIDROCLOROTIA KERN PHAR 50X20C EFG      ,9,2024-07-01
729246,ATORVASTATINA KERN 20 MG 28 COMP REC EFG,5,2024-07-01
704217,VITAMINA D3 KERN 2000UI/ML SOL ORAL 30ML,9,2024-07-01
658193,FENOFIBRATO KERN 160X30CAP EFG          ,7,2024-07-01
658257,PARACETAMOL KERN 1GRX40 CO EFG          ,24,2024-08-01
958413,DIAZEPAN PRODES  5 MG 30 COMP           ,19,2024-08-01
658256,PARACETAMOL KERN 1GRX20 CO EFG          ,22,2024-08-01
687626,PARACETAMOL KERN PHARMA 500 MG 20 C  EFG,13,2024-08-01
673058,SULPIRIDA KERN PHARMA 50 MG 30 CAPS EFG ,8,2024-08-01
958421,DIAZEPAN PRODES 10 MG 30 COMP           ,12,2024-08-01
724972,METFORMINA KERN 1000 MG 50 C OMP EFG    ,8,2024-08-01
857979,IBUPROFENO KERN 600X40 COM EFG          ,8,2024-08-01
851402,DIAZEPAN PRODES  2.5 MG 40 COM          ,5,2024-08-01
698137,HIDROCLOROTIAZINA KERN 25 MG 20 COMP    ,6,2024-08-01
655905,PARACETAMOL KERN 650 MG 40 COMP EFG     ,7,2024-08-01
981795,CORONUR 20 MG 80 COMP                   ,4,2024-08-01
672658,PARACET KERN CODEINA 500/30X20COEFG     ,5,2024-08-01
654073,EBASTINA KERN 20 MG 20 COMP             ,4,2024-08-01
661558,PREDNISONA KERN  5X30 COMP EFG          ,3,2024-08-01
815621,ACICLOVIR KERN  2 GR CREMA EFG          ,9,2024-08-01
660572,FUROSEMIDA KERN 40X30 C EFG             ,13,2024-08-01
724970,METFORMINA KERN 1000 MG 30 COMP EFG     ,7,2024-08-01
688720,FOSFOMICINA KERN 3 GR 1 SOBRE EFG       ,4,2024-08-01
862623,AMLODIPINO KERN  5X30 COMP EFG          ,8,2024-08-01
656456,ACETILCIST KERN 600X20 COMP EFERV EFG   ,2,2024-08-01
660265,LORAZEPAN KERN 1X50 COMP EFG            ,12,2024-08-01
656412,IBUDOL 400 MG SUSPENSION 20 SOBRES 10 ML,8,2024-08-01
677308,BROMAZEPAM KERN 1.5X30 CAP EFG          ,11,2024-08-01
793604,LUMINAL 0.1 GR 50 COMP                  ,7,2024-08-01
730769,BILASTINA KERN 20 MG 20 COMP EFG        ,13,2024-08-01
652591,LAMOTRIGINA KERN 100X56 COMP DISP EFG   ,6,2024-08-01
852079,TEPAZEPAN 30 CAPS                       ,11,2024-08-01
688725,DIOSMINA KERN 500 MG 60 COMP            ,8,2024-08-01
815639,ACICLOVIR KERN 15 GR CREMA EFG          ,7,2024-08-01
704739,PREGABALINA KERN 50 MG 56 CAPS EFG      ,6,2024-08-01
691478,ANTIN 3 MG 28 COMP KERN EFG             ,8,2024-08-01
661560,PREDNISONA KERN 10X30 COMP              ,8,2024-08-01
672067,PREDNISONA KERN 30X30 COM  EFG          ,5,2024-08-01
815407,ACICLOVIR KERN 200X25 COMP EFG          ,10,2024-08-01
663240,CAFINITRINA 20 COMP SUBLINGUA           ,9,2024-08-01
729242,ATORVASTATINA KERN 10 MG 28 COMP REC EFG,10,2024-08-01
724973,METFORMINA KERN 850 MG 50 COMP EFG      ,4,2024-08-01
672765,IBUDOL ROLL-ON 50 MG/G GEL TOPICO APLICA,8,2024-08-01
652590,LAMOTRIGINA KERN 50X56 COMP DISP EFG    ,8,2024-08-01
702118,AZITROMICINA KERN 500X3 C EFG           ,7,2024-08-01
694875,AMOXIC CLAV KERN 875/125 MG 30 COMP EFG ,7,2024-08-01
653279,HALOPERIDOL PRODES GOTAS 30 ML          ,15,2024-08-01
654072,EBASTINA KERN 10 MG 20 COMP             ,6,2024-08-01
691454,ANTINELLE KERN 0.02/3 MG 28 COMP EFG    ,10,2024-08-01
890897,IBUPROFENO KERN 100X200 ML EFG          ,12,2024-08-01
680803,DICLOFENACO KERN PHARMA 1% GEL 60 G     ,8,2024-08-01
700522,LANACORDIN PEDIATRICO 60 ML             ,7,2024-08-01
663227,SOLINITRINA 30 GRAGEAS                  ,13,2024-08-01
972489,DIGOXINA KERN 0.25 MG 50 COMP           ,7,2024-08-01
946178,CICLOFALINA 800 MG 60 COMP              ,12,2024-08-01
688722,FOSFOMICINA  KERN 3 GR 2 SOBRES EFG     ,14,2024-08-01
687248,IBUPROFENO KERN 600 MG 20 SOBRES EFG    ,13,2024-08-01
798116,IBUPROFENO KERN 400X30 COM EFG          ,14,2024-08-01
696906,DOLOMEDIL 20 COMP                       ,9,2024-08-01
660104,INDAPAMIDA RET KERN 1.5X30C EFG         ,8,2024-08-01
696107,ACIDOS OMEGA 3 KERN 1000 MG 100 CAPS EFG,9,2024-08-01
793265,LORATADINA KERN 10X20 COM EFG           ,8,2024-08-01
699134,IBUPROFENO KERN 40 MG SUSP 150 ML EFG   ,11,2024-08-01
669796,NOBRITOL 12.5 MG/5 MG 60 CAPS           ,6,2024-08-01
654666,IBUPROFENO KERN 200X20 SOB EFG          ,12,2024-08-01
669804,NOBRITOL FORTE 25/10 MG 60 CAPSULAS     ,12,2024-08-01
661559,PREDNISONA KERN  5X60 COMP EFG          ,10,2024-08-01
981803,CORONUR 40 MG 40 COMP                   ,12,2024-08-01
